mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_device,param_gamma,param_learning_rate,param_max_depth,param_subsample,param_tree_method,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
1.4633607387542724,0.01678828674653139,0.004855442047119141,0.00040273660171548056,cpu,1,0.1,3,1,hist,"{'device': 'cpu', 'gamma': 1, 'learning_rate': 0.1, 'max_depth': 3, 'subsample': 1, 'tree_method': 'hist'}",-0.4357951391453158,-0.4601699422421178,-0.46002900074955344,-0.46772739312852696,-0.49200459122758206,-0.46314521329861924,0.01800249783303487,1
1.7906926155090332,0.13151127070078156,0.004742145538330078,0.00032629698805633695,cpu,0.1,0.1,3,1,hist,"{'device': 'cpu', 'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 3, 'subsample': 1, 'tree_method': 'hist'}",-0.4408603360586465,-0.4589610348868969,-0.4600965153867195,-0.47577750425046766,-0.49742093717233027,-0.4666232655510122,0.018959606778343054,2
1.7561253547668456,0.025961124434915866,0.004924488067626953,0.0003658912736257073,cpu,0,0.1,3,1,hist,"{'device': 'cpu', 'gamma': 0, 'learning_rate': 0.1, 'max_depth': 3, 'subsample': 1, 'tree_method': 'hist'}",-0.439588391578812,-0.45986888493922573,-0.46204639784145163,-0.4766856279447697,-0.49653954330690825,-0.4669457691222335,0.018937626858275644,3
1.7122334003448487,0.03107630390561576,0.004937410354614258,0.00029948592772229086,cpu,0.001,0.1,3,1,hist,"{'device': 'cpu', 'gamma': 0.001, 'learning_rate': 0.1, 'max_depth': 3, 'subsample': 1, 'tree_method': 'hist'}",-0.439588391578812,-0.45986888493922573,-0.4620463990971293,-0.4766856279447697,-0.49653954330690825,-0.46694576937336907,0.01893762679330414,4
1.7739662647247314,0.03414127424252148,0.0051825523376464845,0.00033228131099739046,cpu,0.01,0.1,3,1,hist,"{'device': 'cpu', 'gamma': 0.01, 'learning_rate': 0.1, 'max_depth': 3, 'subsample': 1, 'tree_method': 'hist'}",-0.4391531694364049,-0.4596289793796553,-0.46407295643282465,-0.4766787512402619,-0.49653954330690825,-0.46721467995921107,0.018996725551496535,5
1.7431198120117188,0.021114078504053523,0.004526090621948242,0.00015478705585435484,cpu,1,0.1,3,0.5,hist,"{'device': 'cpu', 'gamma': 1, 'learning_rate': 0.1, 'max_depth': 3, 'subsample': 0.5, 'tree_method': 'hist'}",-0.4450387324001618,-0.4700519945032389,-0.4540265970084203,-0.47654243131865653,-0.500405427872507,-0.46921303662059693,0.019195906238661728,6
2.523514986038208,0.04382512200208316,0.0049669742584228516,0.0004107566451191687,cpu,1,0.1,5,1,hist,"{'device': 'cpu', 'gamma': 1, 'learning_rate': 0.1, 'max_depth': 5, 'subsample': 1, 'tree_method': 'hist'}",-0.4419981920588724,-0.47005846074619506,-0.4655610678946506,-0.4777435845144171,-0.4946255097606551,-0.46999736299495803,0.017147522160368276,7
1.7729032516479493,0.013292965938778564,0.004618597030639648,0.00016961463015925464,cpu,0.001,0.1,3,0.7,hist,"{'device': 'cpu', 'gamma': 0.001, 'learning_rate': 0.1, 'max_depth': 3, 'subsample': 0.7, 'tree_method': 'hist'}",-0.44283649557803617,-0.4741290478940655,-0.4782401033128725,-0.47647493646436695,-0.4806522961909854,-0.4704665758880653,0.0139793566565976,8
1.7863893508911133,0.01754206185655477,0.005143356323242187,0.0010301055794589744,cpu,0.01,0.1,3,0.7,hist,"{'device': 'cpu', 'gamma': 0.01, 'learning_rate': 0.1, 'max_depth': 3, 'subsample': 0.7, 'tree_method': 'hist'}",-0.44285526735934233,-0.4741144087730754,-0.4782400880887735,-0.4769451250495831,-0.4806522961909854,-0.47056143709235193,0.014012808708085453,9
1.7708218097686768,0.06844836552858205,0.005097341537475586,0.0004694894055858417,cpu,0.1,0.1,3,0.7,hist,"{'device': 'cpu', 'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 3, 'subsample': 0.7, 'tree_method': 'hist'}",-0.4430205401214685,-0.4720036420074083,-0.47789356843501224,-0.4773238935407377,-0.48521224924737233,-0.4710907786703998,0.014651397288249374,10
2.0092522144317626,0.30633787473343627,0.005604362487792969,0.001373963246126129,cpu,0,0.1,3,0.7,hist,"{'device': 'cpu', 'gamma': 0, 'learning_rate': 0.1, 'max_depth': 3, 'subsample': 0.7, 'tree_method': 'hist'}",-0.44283649557803617,-0.4741290478940655,-0.4782401033128725,-0.4764741959864315,-0.48505085649273166,-0.4713461398528275,0.014711813918881819,11
1.7303585529327392,0.0171888095940362,0.004844570159912109,0.0002587171217136773,cpu,1,0.1,3,0.7,hist,"{'device': 'cpu', 'gamma': 1, 'learning_rate': 0.1, 'max_depth': 3, 'subsample': 0.7, 'tree_method': 'hist'}",-0.4460067136925946,-0.4755287868621537,-0.48091716203765394,-0.4732893893772348,-0.4823447429658676,-0.47161735898710094,0.013233013336766995,12
5.2554620742797855,0.03594807656171347,0.005875539779663086,0.00027013742055924,cpu,0.01,0.1,5,0.7,hist,"{'device': 'cpu', 'gamma': 0.01, 'learning_rate': 0.1, 'max_depth': 5, 'subsample': 0.7, 'tree_method': 'hist'}",-0.4391698833360087,-0.46710628630650564,-0.46731055644892283,-0.49531357846820084,-0.492065728016752,-0.47219320651527796,0.020345641364928304,13
4.185572099685669,0.03504923116148457,0.0057277679443359375,0.00041274752831931737,cpu,1,0.1,5,0.5,hist,"{'device': 'cpu', 'gamma': 1, 'learning_rate': 0.1, 'max_depth': 5, 'subsample': 0.5, 'tree_method': 'hist'}",-0.4311476693247842,-0.4736030134379843,-0.4552962661309281,-0.4930167661263189,-0.5097713377176989,-0.47256701054754285,0.02763066486871439,14
2.2319565296173094,0.3807071656270322,0.006378793716430664,0.0029739259167106194,cpu,0.1,0.1,3,0.5,hist,"{'device': 'cpu', 'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 3, 'subsample': 0.5, 'tree_method': 'hist'}",-0.4498966242412278,-0.47357276777864543,-0.4618577010989239,-0.47828636427947896,-0.49975142125932365,-0.47267297573151995,0.016740933794197204,15
1.8325501918792724,0.019933501153646057,0.0046669960021972655,0.0001515803301329168,cpu,0.001,0.1,3,0.5,hist,"{'device': 'cpu', 'gamma': 0.001, 'learning_rate': 0.1, 'max_depth': 3, 'subsample': 0.5, 'tree_method': 'hist'}",-0.4573087369182671,-0.4714274608225597,-0.4609308062658619,-0.47944337917916474,-0.4975788120379626,-0.47333783904476323,0.014418172660223298,16
2.05346474647522,0.19392014423517187,0.0056746482849121095,0.000803091845673749,cpu,0,0.1,3,0.5,hist,"{'device': 'cpu', 'gamma': 0, 'learning_rate': 0.1, 'max_depth': 3, 'subsample': 0.5, 'tree_method': 'hist'}",-0.4573087369182671,-0.4714274608225597,-0.4609308062658619,-0.47944337917916474,-0.4975788120379626,-0.47333783904476323,0.014418172660223298,16
5.508944511413574,0.029561067162063196,0.007516336441040039,0.0024229815855061616,cpu,0,0.1,5,0.7,hist,"{'device': 'cpu', 'gamma': 0, 'learning_rate': 0.1, 'max_depth': 5, 'subsample': 0.7, 'tree_method': 'hist'}",-0.4316960468782007,-0.47269771455887144,-0.45966571808149725,-0.4945696739275056,-0.5084845127509734,-0.4734227332394097,0.026860450315704772,18
1.8080974578857423,0.022404119356373875,0.005182886123657226,0.001313411252867486,cpu,0.01,0.1,3,0.5,hist,"{'device': 'cpu', 'gamma': 0.01, 'learning_rate': 0.1, 'max_depth': 3, 'subsample': 0.5, 'tree_method': 'hist'}",-0.4556373307317719,-0.47382994947591184,-0.4610292147419573,-0.47944337917916474,-0.49796468786731257,-0.4735809123992237,0.014889703015343123,19
5.245711421966552,0.125888078700627,0.006109380722045898,0.00042942252200564514,cpu,0.001,0.1,5,1,hist,"{'device': 'cpu', 'gamma': 0.001, 'learning_rate': 0.1, 'max_depth': 5, 'subsample': 1, 'tree_method': 'hist'}",-0.4405787035100438,-0.47457192021044375,-0.4642225233645005,-0.5002372657122595,-0.489356353164311,-0.4737933531923117,0.02067320672368717,20
4.998913955688477,0.10350359904089805,0.0057738304138183595,0.00028004356040470116,cpu,0.1,0.1,5,1,hist,"{'device': 'cpu', 'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 5, 'subsample': 1, 'tree_method': 'hist'}",-0.4510595721243657,-0.47591780178560916,-0.466579250972121,-0.49544543789502093,-0.49090192756858214,-0.4759807980691398,0.016192423339513387,21
3.6999489784240724,0.03817288745556442,0.005391931533813477,0.00029247558767097926,cpu,1,0.1,5,0.7,hist,"{'device': 'cpu', 'gamma': 1, 'learning_rate': 0.1, 'max_depth': 5, 'subsample': 0.7, 'tree_method': 'hist'}",-0.4395451459970699,-0.4720636180348769,-0.46770399439065863,-0.49495598826624254,-0.5080640318369416,-0.4764665557051579,0.023662706734778972,22
5.3157957077026365,0.04778881509124816,0.00605010986328125,0.0005094904512583868,cpu,0.001,0.1,5,0.7,hist,"{'device': 'cpu', 'gamma': 0.001, 'learning_rate': 0.1, 'max_depth': 5, 'subsample': 0.7, 'tree_method': 'hist'}",-0.43741107313374616,-0.4814094148854845,-0.4646688280457826,-0.4945335049446754,-0.5087282165238753,-0.4773502075067128,0.024707384178664034,23
5.417488098144531,0.15004617096282497,0.0067193031311035155,0.0010982595722828262,cpu,0,0.1,5,1,hist,"{'device': 'cpu', 'gamma': 0, 'learning_rate': 0.1, 'max_depth': 5, 'subsample': 1, 'tree_method': 'hist'}",-0.44491281224195817,-0.4728916670575998,-0.4684390144832804,-0.4992491399121251,-0.5022694505358559,-0.47755241684616384,0.021221687143847364,24
5.3132415294647215,0.20401924502365354,0.006328201293945313,0.0005763758296423775,cpu,0.01,0.1,5,1,hist,"{'device': 'cpu', 'gamma': 0.01, 'learning_rate': 0.1, 'max_depth': 5, 'subsample': 1, 'tree_method': 'hist'}",-0.4461985322415369,-0.47478004256913847,-0.47053962431289625,-0.500655116495733,-0.5001390791411956,-0.47846247895210003,0.020394520722937015,25
5.239006567001343,0.04824852887597882,0.005883502960205078,0.00027592706147929765,cpu,0.001,0.1,5,0.5,hist,"{'device': 'cpu', 'gamma': 0.001, 'learning_rate': 0.1, 'max_depth': 5, 'subsample': 0.5, 'tree_method': 'hist'}",-0.43505467764518985,-0.4911821024001544,-0.46676884520092404,-0.5011350258851609,-0.5051935642223162,-0.4798668430707491,0.026082565888093916,26
4.279661798477173,0.06332848700038715,0.004981088638305664,0.0003556488402097086,cpu,1,0.1,7,1,hist,"{'device': 'cpu', 'gamma': 1, 'learning_rate': 0.1, 'max_depth': 7, 'subsample': 1, 'tree_method': 'hist'}",-0.44658653203811494,-0.4787883711064868,-0.4767465358162245,-0.4830477736561866,-0.5183314927351649,-0.48070014107043557,0.022823909336410427,27
5.170495653152466,0.07317403874176585,0.006123161315917969,0.0005119278205109175,cpu,0.1,0.1,5,0.7,hist,"{'device': 'cpu', 'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 5, 'subsample': 0.7, 'tree_method': 'hist'}",-0.4495120369534763,-0.48360507142799003,-0.46213195512042665,-0.4931208689427876,-0.515877712216456,-0.4808495289322273,0.023313251155567028,28
5.197269582748413,0.07417461371915623,0.005894660949707031,0.00026519396188513875,cpu,0.01,0.1,5,0.5,hist,"{'device': 'cpu', 'gamma': 0.01, 'learning_rate': 0.1, 'max_depth': 5, 'subsample': 0.5, 'tree_method': 'hist'}",-0.443298591155172,-0.48343329174643507,-0.471657572061661,-0.5000688602846599,-0.5103355189896396,-0.4817587668475135,0.023391936938587012,29
5.647647190093994,0.1080851023647993,0.007271671295166015,0.0018912132998178657,cpu,1,0.1,7,0.5,hist,"{'device': 'cpu', 'gamma': 1, 'learning_rate': 0.1, 'max_depth': 7, 'subsample': 0.5, 'tree_method': 'hist'}",-0.44665404166968625,-0.48500582498385775,-0.47130013814576116,-0.5110968285124019,-0.4964290121287645,-0.48209716908809436,0.022034669995965026,30
5.423632621765137,0.1051518910758368,0.006708192825317383,0.0008578054287798611,cpu,0,0.1,5,0.5,hist,"{'device': 'cpu', 'gamma': 0, 'learning_rate': 0.1, 'max_depth': 5, 'subsample': 0.5, 'tree_method': 'hist'}",-0.449891272750813,-0.48693583165303467,-0.46823898586476764,-0.5015631399088563,-0.5048455704137758,-0.4822949601182495,0.020731135197896572,31
4.861233758926391,0.09797362221749255,0.005782365798950195,0.0006524599792820751,cpu,1,0.1,7,0.7,hist,"{'device': 'cpu', 'gamma': 1, 'learning_rate': 0.1, 'max_depth': 7, 'subsample': 0.7, 'tree_method': 'hist'}",-0.4460440155254704,-0.4827916468725802,-0.46704211908704363,-0.504142442222617,-0.5122473783337417,-0.48245352040829054,0.024171723006655602,32
5.131795167922974,0.10017818571839429,0.005859088897705078,0.0001720296300645374,cpu,0.1,0.1,5,0.5,hist,"{'device': 'cpu', 'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 5, 'subsample': 0.5, 'tree_method': 'hist'}",-0.4513603975590904,-0.48534745058155593,-0.465739784259502,-0.5019644196217344,-0.5097477924761263,-0.4828319688996018,0.021814868580588953,33
23.60547184944153,0.7905001600542239,0.018103885650634765,0.004081594619906971,cpu,0,0.1,7,1,hist,"{'device': 'cpu', 'gamma': 0, 'learning_rate': 0.1, 'max_depth': 7, 'subsample': 1, 'tree_method': 'hist'}",-0.44495410046091805,-0.4809254795531925,-0.49114928378538547,-0.502205026706846,-0.5165690514861245,-0.4871605883984934,0.02419655645920405,34
12.086065530776978,0.20536646938012376,0.006630754470825196,8.846937018030742e-05,cpu,0.1,0.1,7,0.7,hist,"{'device': 'cpu', 'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 7, 'subsample': 0.7, 'tree_method': 'hist'}",-0.435010902994392,-0.49115081697757657,-0.479925486247435,-0.4981093861052764,-0.5367671202087412,-0.48819274250668415,0.03275123134767984,35
13.972442007064819,0.21229626353337047,0.011167573928833007,0.008964213684211015,cpu,0.001,0.1,7,0.7,hist,"{'device': 'cpu', 'gamma': 0.001, 'learning_rate': 0.1, 'max_depth': 7, 'subsample': 0.7, 'tree_method': 'hist'}",-0.436008926967147,-0.4940419171986748,-0.46550826796956846,-0.5288867876054213,-0.5278057045962969,-0.49045032086742174,0.03597681921905747,36
13.23686180114746,0.2751979631280333,0.007404994964599609,0.0009228115751757392,cpu,0.01,0.1,7,1,hist,"{'device': 'cpu', 'gamma': 0.01, 'learning_rate': 0.1, 'max_depth': 7, 'subsample': 1, 'tree_method': 'hist'}",-0.44996349352755677,-0.4857474612586792,-0.48514150344971974,-0.5118327672707542,-0.5211700356055808,-0.49077105222245815,0.024859119709663147,37
13.193123912811279,0.16819616070946541,0.007600593566894531,0.001442767359722422,cpu,0.001,0.1,7,0.5,hist,"{'device': 'cpu', 'gamma': 0.001, 'learning_rate': 0.1, 'max_depth': 7, 'subsample': 0.5, 'tree_method': 'hist'}",-0.4533446703160432,-0.48905887299381606,-0.4792123625096693,-0.5114871729294775,-0.5222781834209544,-0.4910762524339921,0.024325542813486416,38
25.325812149047852,1.0069056498822213,0.017764997482299805,0.0037077942473157013,cpu,0,0.1,7,0.7,hist,"{'device': 'cpu', 'gamma': 0, 'learning_rate': 0.1, 'max_depth': 7, 'subsample': 0.7, 'tree_method': 'hist'}",-0.4456681867614231,-0.50379730677824,-0.4656316705186974,-0.5188269508425245,-0.5231606041651127,-0.49141694381319956,0.03056164568764594,39
9.230380535125732,0.2056752093405258,0.0062731742858886715,0.00044681157195324337,cpu,0.1,0.1,7,1,hist,"{'device': 'cpu', 'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 7, 'subsample': 1, 'tree_method': 'hist'}",-0.46513726262274185,-0.4885007911217183,-0.48190284433394126,-0.5080987141552583,-0.5177959733620079,-0.49228711711913353,0.018761622172209134,40
21.408719635009767,2.279018486536433,0.014506101608276367,0.0009403009320226907,cpu,0,0.1,7,0.5,hist,"{'device': 'cpu', 'gamma': 0, 'learning_rate': 0.1, 'max_depth': 7, 'subsample': 0.5, 'tree_method': 'hist'}",-0.4384850365667904,-0.4968902561209225,-0.4839718670546134,-0.5205904156019346,-0.5272924875788557,-0.49344601258462334,0.031637742070493496,41
13.610789775848389,0.28308285039843484,0.007258272171020508,0.0004973684853847101,cpu,0.001,0.1,7,1,hist,"{'device': 'cpu', 'gamma': 0.001, 'learning_rate': 0.1, 'max_depth': 7, 'subsample': 1, 'tree_method': 'hist'}",-0.4604445690332711,-0.4778013984460786,-0.49794411951890755,-0.5086049897318983,-0.5251129737891135,-0.4939816101038538,0.02273868461707738,42
12.971673250198364,0.19726938781627548,0.00785207748413086,0.0009462579724733648,cpu,0.01,0.1,7,0.5,hist,"{'device': 'cpu', 'gamma': 0.01, 'learning_rate': 0.1, 'max_depth': 7, 'subsample': 0.5, 'tree_method': 'hist'}",-0.45928925952248,-0.49799036148919773,-0.46931505800185336,-0.5208412947377004,-0.527144845708555,-0.49491616389195736,0.026999792479274608,43
13.412263584136962,0.19669582065609525,0.008028125762939453,0.0009890785440843089,cpu,0.01,0.1,7,0.7,hist,"{'device': 'cpu', 'gamma': 0.01, 'learning_rate': 0.1, 'max_depth': 7, 'subsample': 0.7, 'tree_method': 'hist'}",-0.43907311572338564,-0.4798735798453385,-0.4695023002643167,-0.5305844185374378,-0.55648441161717,-0.4951035651975297,0.04255182193326783,44
11.65008635520935,0.16326412929814058,0.007708978652954101,0.0007518821382988475,cpu,0.1,0.1,7,0.5,hist,"{'device': 'cpu', 'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 7, 'subsample': 0.5, 'tree_method': 'hist'}",-0.46531554674638803,-0.48565891363547525,-0.484782309157515,-0.5278577668847332,-0.5305832069207337,-0.498839548668969,0.02586468888309424,45
13.505397701263428,0.27440894300045604,0.007078981399536133,0.00035848377168117853,cpu,1,0.01,7,0.5,hist,"{'device': 'cpu', 'gamma': 1, 'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.5, 'tree_method': 'hist'}",-0.5417193624320092,-0.5351536601012121,-0.5289584969424511,-0.5357843195401997,-0.5744998230234074,-0.5432231324078559,0.016151933909905453,46
5.737855339050293,0.027325485309854076,0.0060463428497314455,0.0001807668472463643,cpu,1,0.01,5,0.5,hist,"{'device': 'cpu', 'gamma': 1, 'learning_rate': 0.01, 'max_depth': 5, 'subsample': 0.5, 'tree_method': 'hist'}",-0.5378304169605446,-0.5396226369179503,-0.5280906557154066,-0.541267186400737,-0.5710788688798618,-0.5435779529749001,0.014492584928318616,47
5.835093402862549,0.08081853090100032,0.005819559097290039,0.00025060698434197626,cpu,0.1,0.01,5,0.5,hist,"{'device': 'cpu', 'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 5, 'subsample': 0.5, 'tree_method': 'hist'}",-0.5375142261773823,-0.5410520985721645,-0.528590440941151,-0.5420220634831114,-0.5724228508134483,-0.5443203359974514,0.014828806430502812,48
6.675038623809814,0.43999156650829946,0.005968999862670898,0.00027929547069228196,cpu,0.01,0.01,5,0.5,hist,"{'device': 'cpu', 'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 5, 'subsample': 0.5, 'tree_method': 'hist'}",-0.5380181561011046,-0.5415189630735567,-0.5291800208388602,-0.5417501717337154,-0.5720413278694505,-0.5445017279233374,0.014503026748663588,49
10.413528966903687,0.3078613276037031,0.011836385726928711,0.0030328012075033282,cpu,0,0.01,5,0.5,hist,"{'device': 'cpu', 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 5, 'subsample': 0.5, 'tree_method': 'hist'}",-0.5380739687977687,-0.5415245594777816,-0.5291855172079815,-0.5417983573036301,-0.5720419800810064,-0.5445248765736336,0.014495081595645908,50
5.830850744247437,0.04045800625279918,0.005692148208618164,0.00030227303593093795,cpu,0.001,0.01,5,0.5,hist,"{'device': 'cpu', 'gamma': 0.001, 'learning_rate': 0.01, 'max_depth': 5, 'subsample': 0.5, 'tree_method': 'hist'}",-0.538073984847003,-0.5415307906123217,-0.5291864825205373,-0.5417963869483943,-0.5720423623447265,-0.5445260014545965,0.014494837421723968,51
15.474685096740723,0.6970302020796746,0.006729650497436524,0.00037005461869330186,cpu,1,0.01,7,0.7,hist,"{'device': 'cpu', 'gamma': 1, 'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.7, 'tree_method': 'hist'}",-0.5380039630647947,-0.5368073999280965,-0.5295083453606656,-0.5432266797952455,-0.5779845406572294,-0.5451061857612064,0.01701248248809629,52
6.382203388214111,0.28829306936178634,0.005649280548095703,0.0002966635932124397,cpu,0.01,0.01,5,0.7,hist,"{'device': 'cpu', 'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 5, 'subsample': 0.7, 'tree_method': 'hist'}",-0.5365366230870786,-0.5408310806360117,-0.5326250748223464,-0.543781589206049,-0.5721480224063978,-0.5451844780315767,0.014003405980735932,53
6.344835186004639,0.4556189519713116,0.006728029251098633,0.001710043882348926,cpu,1,0.01,5,0.7,hist,"{'device': 'cpu', 'gamma': 1, 'learning_rate': 0.01, 'max_depth': 5, 'subsample': 0.7, 'tree_method': 'hist'}",-0.5354881473464026,-0.5411185015065313,-0.5334987847443265,-0.5432438566359484,-0.5726281795462207,-0.545195493955886,0.014170593346329953,54
5.969673824310303,0.04444380171641066,0.0056640625,0.0003738666483802856,cpu,0.001,0.01,5,0.7,hist,"{'device': 'cpu', 'gamma': 0.001, 'learning_rate': 0.01, 'max_depth': 5, 'subsample': 0.7, 'tree_method': 'hist'}",-0.5365132339904282,-0.5408301998679339,-0.5328417580884605,-0.543789750384116,-0.5721477426417805,-0.5452245369945438,0.013967446632721519,55
10.014514255523682,0.7621555119641739,0.006042575836181641,0.0004857172834628055,cpu,0,0.01,5,0.7,hist,"{'device': 'cpu', 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 5, 'subsample': 0.7, 'tree_method': 'hist'}",-0.5365132339904282,-0.5408301998679339,-0.5328417580884605,-0.543789750384116,-0.5721477426417805,-0.5452245369945438,0.013967446632721519,55
5.966922378540039,0.034921413387310855,0.0058749675750732425,0.0003994265556257917,cpu,0.1,0.01,5,0.7,hist,"{'device': 'cpu', 'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 5, 'subsample': 0.7, 'tree_method': 'hist'}",-0.5365064723304257,-0.54073247796142,-0.5327724736757761,-0.5438639960660184,-0.5726428480788652,-0.545303653622501,0.014176182023874651,57
15.05448579788208,0.2554038862091802,0.007734107971191406,0.0013875546105062192,cpu,0.1,0.01,7,0.5,hist,"{'device': 'cpu', 'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.5, 'tree_method': 'hist'}",-0.5435703602504879,-0.5377569606973165,-0.5337033279359061,-0.5390935573652509,-0.5760310047595822,-0.5460310422017087,0.015327193929454653,58
16.297450447082518,0.3777983129894531,0.008208179473876953,0.0006900569755240209,cpu,0.01,0.01,7,0.5,hist,"{'device': 'cpu', 'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.5, 'tree_method': 'hist'}",-0.5439270520918247,-0.5386649306261132,-0.5336387823626784,-0.5412302780455386,-0.5758751173346065,-0.5466672320921523,0.014992978004268262,59
16.318258905410765,0.29608077851471787,0.007031011581420899,0.0005473225181241195,cpu,0.1,0.01,7,0.7,hist,"{'device': 'cpu', 'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.7, 'tree_method': 'hist'}",-0.5398276422733145,-0.5387020295082142,-0.5339516017608974,-0.5445132071505936,-0.5782091441701773,-0.5470407249726394,0.015942059165252764,60
16.636781644821166,0.23457834507777411,0.010441350936889648,0.00401467694140905,cpu,0.001,0.01,7,0.7,hist,"{'device': 'cpu', 'gamma': 0.001, 'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.7, 'tree_method': 'hist'}",-0.5386258084401149,-0.5385286039413647,-0.533163547087688,-0.5441529103572148,-0.5808000552480601,-0.5470541850148886,0.01722715321105213,61
21.906919384002684,1.733199088454962,0.011542892456054688,0.0030925351944118273,cpu,0,0.01,7,0.7,hist,"{'device': 'cpu', 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.7, 'tree_method': 'hist'}",-0.5386359119608778,-0.5385356095188468,-0.5331676924833393,-0.5442799797664422,-0.5807153481466024,-0.5470669083752216,0.01718742233869459,62
15.579383134841919,0.13938124788071268,0.006764888763427734,0.00034572617707495374,cpu,0.001,0.01,7,0.5,hist,"{'device': 'cpu', 'gamma': 0.001, 'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.5, 'tree_method': 'hist'}",-0.5438618891903868,-0.5374612286796123,-0.5346142570086376,-0.5433984627912021,-0.5763674239168851,-0.5471406523173448,0.015030371050727014,63
16.844279861450197,0.47091692804858026,0.008858728408813476,0.0019280656882719972,cpu,0.01,0.01,7,0.7,hist,"{'device': 'cpu', 'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.7, 'tree_method': 'hist'}",-0.5390354080043123,-0.539114308768116,-0.5338721164031741,-0.5448461284978093,-0.5799351645809967,-0.5473606252508817,0.016653372962626027,64
23.098901319503785,0.9765666076476375,0.008985757827758789,0.002704259346620803,cpu,0,0.01,7,0.5,hist,"{'device': 'cpu', 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.5, 'tree_method': 'hist'}",-0.5443948161403901,-0.5391224705518813,-0.5344633377612822,-0.5427444691501448,-0.5772826971349778,-0.5476015581477351,0.015227293133011995,65
6.504615449905396,0.2472412204484948,0.005539751052856446,0.0002192100129701833,cpu,0.01,0.01,5,1,hist,"{'device': 'cpu', 'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 5, 'subsample': 1, 'tree_method': 'hist'}",-0.5358948506161458,-0.5480973000607198,-0.533551401481192,-0.5480250716334994,-0.5728601244444066,-0.5476857496471927,0.013948754479321328,66
9.82726411819458,0.4051622688911844,0.00814676284790039,0.0024929951720308774,cpu,0,0.01,5,1,hist,"{'device': 'cpu', 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 5, 'subsample': 1, 'tree_method': 'hist'}",-0.5358948506161458,-0.5480973000607198,-0.5335514076691742,-0.5481911316963484,-0.5728601244444066,-0.547718962897359,0.01394971927101808,67
